Timestamp,PPXDK00 |FO 380 CST 3.5%S FOB SPORE CARGO(USD/MT) : CLOSE,PPXDK00 |FO 380 CST 3.5%S FOB SPORE CARGO(USD/MT) : HIGH,PPXDK00 |FO 380 CST 3.5%S FOB SPORE CARGO(USD/MT) : LOW
1/13/2023,365.58,365.6,365.56
1/12/2023,359.55,359.57,359.53
1/11/2023,352.14,352.16,352.12
1/10/2023,352.3,352.32,352.28
1/9/2023,355.98,356,355.96
1/6/2023,345.6,345.62,345.58
1/5/2023,343.4,343.42,343.38
1/4/2023,347.15,347.17,347.13
1/3/2023,378.67,378.69,378.65
12/30/2022,376.9,376.92,376.88
12/29/2022,368.67,368.69,368.65
12/28/2022,378.6,378.62,378.58
12/27/2022,378.17,378.19,378.15
12/23/2022,382.25,382.27,382.23
12/22/2022,382.32,382.34,382.3
12/21/2022,365.98,366,365.96
12/20/2022,346.34,346.36,346.32
12/19/2022,341.29,341.31,341.27
12/16/2022,339.65,339.67,339.63
12/15/2022,355.25,355.27,355.23
12/14/2022,353.36,353.38,353.34
12/13/2022,353.66,353.68,353.64
12/12/2022,338.49,338.51,338.47
12/9/2022,351.86,351.88,351.84
12/8/2022,340.27,340.29,340.25
12/7/2022,347.17,347.19,347.15
12/6/2022,349.44,349.46,349.42
12/5/2022,357.15,357.17,357.13
12/2/2022,354.87,354.89,354.85
12/1/2022,357.31,357.33,357.29
11/30/2022,348.06,348.08,348.04
11/29/2022,376.6,376.62,376.58
11/28/2022,351.23,351.25,351.21
11/25/2022,380.21,380.23,380.19
11/24/2022,374.98,375,374.96
11/23/2022,396.83,396.85,396.81
11/22/2022,390.26,390.28,390.24
11/21/2022,385.72,385.74,385.7
11/18/2022,398.72,398.74,398.7
11/17/2022,403.33,403.35,403.31
11/16/2022,411.09,411.11,411.07
11/15/2022,405.12,405.14,405.1
11/14/2022,410.59,410.61,410.57
11/11/2022,411.94,411.96,411.92
11/10/2022,391,391.02,390.98
11/9/2022,396.57,396.59,396.55
11/8/2022,414.31,414.33,414.29
11/7/2022,412.6,412.62,412.58
11/4/2022,402.16,402.18,402.14
11/3/2022,387.88,387.9,387.86
11/2/2022,390.38,390.4,390.36
11/1/2022,385.79,385.81,385.77
10/31/2022,366.38,366.4,366.36
10/28/2022,376.56,376.58,376.54
10/27/2022,362.49,362.51,362.47
10/26/2022,346.91,346.93,346.89
10/25/2022,343.11,343.13,343.09
10/21/2022,352.49,352.51,352.47
10/20/2022,366.68,366.7,366.66
10/19/2022,347.72,347.74,347.7
10/18/2022,350.07,350.09,350.05
10/17/2022,342.39,342.41,342.37
10/14/2022,356.85,356.87,356.83
10/13/2022,353.92,353.94,353.9
10/12/2022,374.9,374.92,374.88
10/11/2022,378.23,378.25,378.21
10/10/2022,397.92,397.94,397.9
10/7/2022,386.52,386.54,386.5
10/6/2022,383.78,383.8,383.76
10/5/2022,382.03,382.05,382.01
10/4/2022,363.01,363.03,362.99
10/3/2022,357.68,357.7,357.66
9/30/2022,361.55,361.57,361.53
9/29/2022,358.56,358.58,358.54
9/28/2022,349.7,349.72,349.68
9/27/2022,350.58,350.6,350.56
9/26/2022,357.66,357.68,357.64
9/23/2022,367.78,367.8,367.76
9/22/2022,379.55,379.57,379.53
9/21/2022,379.6,379.62,379.58
9/20/2022,378.06,378.08,378.04
9/19/2022,371.12,371.14,371.1
9/16/2022,380.68,380.7,380.66
9/15/2022,384.42,384.44,384.4
9/14/2022,382.75,382.77,382.73
9/13/2022,395.01,395.03,394.99
9/12/2022,385.08,385.1,385.06
9/9/2022,371.44,371.46,371.42
9/8/2022,359.97,359.99,359.95
9/7/2022,392.43,392.45,392.41
9/6/2022,421.4,421.42,421.38
9/5/2022,428.31,428.33,428.29
9/2/2022,422.43,422.45,422.41
9/1/2022,414.1,414.12,414.08
8/31/2022,431.42,431.44,431.4
8/30/2022,470.14,470.16,470.12
8/29/2022,474.62,474.64,474.6
8/26/2022,474.57,474.59,474.55
8/25/2022,480.97,480.99,480.95
8/24/2022,480.46,480.48,480.44
8/23/2022,469.13,469.15,469.11
8/22/2022,464.46,464.48,464.44
8/19/2022,465.46,465.48,465.44
8/18/2022,468.17,468.19,468.15
8/17/2022,473.21,473.23,473.19
8/16/2022,480.72,480.74,480.7
8/15/2022,508.5,508.52,508.48
8/12/2022,528.42,528.44,528.4
8/11/2022,496.05,496.07,496.03
8/10/2022,470.89,470.91,470.87
8/8/2022,461.16,461.18,461.14
8/5/2022,457.22,457.24,457.2
8/4/2022,468.11,468.13,468.09
8/3/2022,468.67,468.69,468.65
8/2/2022,475.38,475.4,475.36
8/1/2022,485.01,485.03,484.99
7/29/2022,478.82,478.84,478.8
7/28/2022,477.53,477.55,477.51
7/27/2022,455.32,455.34,455.3
7/26/2022,471.51,471.53,471.49
7/25/2022,450.58,450.6,450.56
7/22/2022,450.21,450.23,450.19
7/21/2022,453.55,453.57,453.53
7/20/2022,459.49,459.51,459.47
7/19/2022,464.17,464.19,464.15
7/18/2022,464.36,464.38,464.34
7/15/2022,424.28,424.3,424.26
7/14/2022,428.19,428.21,428.17
7/13/2022,433.9,433.92,433.88
7/12/2022,468.82,468.84,468.8
7/8/2022,485.58,485.6,485.56
7/7/2022,464.44,464.46,464.42
7/6/2022,480.72,480.74,480.7
7/5/2022,515.2,515.22,515.18
7/4/2022,518.17,518.19,518.15
7/1/2022,540.03,540.05,540.01
6/30/2022,570.25,570.27,570.23
6/29/2022,586.4,586.42,586.38
6/28/2022,580.47,580.49,580.45
6/27/2022,571.87,571.89,571.85
6/24/2022,561.43,561.45,561.41
6/23/2022,559.49,559.51,559.47
6/22/2022,549.83,549.85,549.81
6/21/2022,580.32,580.34,580.3
6/20/2022,562.99,563.01,562.97
6/17/2022,606.98,607,606.96
6/16/2022,594.33,594.35,594.31
6/15/2022,605.03,605.05,605.01
6/14/2022,635.92,635.94,635.9
6/13/2022,598.87,598.89,598.85
6/10/2022,594.45,594.47,594.43
6/9/2022,579.99,580.01,579.97
6/8/2022,579.64,579.66,579.62
6/7/2022,588.06,588.08,588.04
6/6/2022,614.09,614.11,614.07
6/3/2022,615.72,615.74,615.7
6/2/2022,592.62,592.64,592.6
6/1/2022,615.15,615.17,615.13
5/31/2022,630.74,630.76,630.72
5/30/2022,585.69,585.71,585.67
5/27/2022,612.75,612.77,612.73
5/26/2022,619.73,619.75,619.71
5/25/2022,628.32,628.34,628.3
5/24/2022,621.86,621.88,621.84
5/23/2022,631.16,631.18,631.14
5/20/2022,617.29,617.31,617.27
5/19/2022,591.5,591.52,591.48
5/18/2022,627.57,627.59,627.55
5/17/2022,640.28,640.3,640.26
5/13/2022,614.87,614.89,614.85
5/12/2022,591.09,591.11,591.07
5/11/2022,594.37,594.39,594.35
5/10/2022,606.74,606.76,606.72
5/9/2022,645.13,645.15,645.11
5/6/2022,660.38,660.4,660.36
5/5/2022,678.21,678.23,678.19
5/4/2022,691.76,691.78,691.74
4/29/2022,682.98,683,682.96
4/28/2022,665.22,665.24,665.2
4/27/2022,668.29,668.31,668.27
4/26/2022,630.08,630.1,630.06
4/25/2022,623.95,623.97,623.93
4/22/2022,659.47,659.49,659.45
4/21/2022,669.96,669.98,669.94
4/20/2022,669,669.02,668.98
4/19/2022,679.14,679.16,679.12
4/18/2022,674.55,674.57,674.53
4/14/2022,669.72,669.74,669.7
4/13/2022,661.3,661.32,661.28
4/12/2022,636.45,636.47,636.43
4/11/2022,634.57,634.59,634.55
4/8/2022,643.33,643.35,643.31
4/7/2022,637.05,637.07,637.03
4/6/2022,669.83,669.85,669.81
4/5/2022,669.1,669.12,669.08
4/4/2022,662.27,662.29,662.25
4/1/2022,651.34,651.36,651.32
3/31/2022,640.3,640.32,640.28
3/30/2022,646.36,646.38,646.34
3/29/2022,648.3,648.32,648.28
3/28/2022,664.54,664.56,664.52
3/25/2022,655.24,655.26,655.22
3/24/2022,683.35,683.37,683.33
3/23/2022,651.78,651.8,651.76
3/22/2022,628.77,628.79,628.75
3/21/2022,614.52,614.54,614.5
3/18/2022,589.21,589.23,589.19
3/17/2022,575.1,575.12,575.08
3/16/2022,592.09,592.11,592.07
3/15/2022,568.17,568.19,568.15
3/14/2022,617.62,617.64,617.6
3/11/2022,651.9,651.92,651.88
3/10/2022,653.03,653.05,653.01
3/9/2022,715.96,715.98,715.94
3/8/2022,680.51,680.53,680.49
3/7/2022,681.73,681.75,681.71
3/4/2022,598.14,598.16,598.12
3/3/2022,614.46,614.48,614.44
3/2/2022,563.79,563.81,563.77
3/1/2022,541.75,541.77,541.73
2/28/2022,532.45,532.47,532.43
2/25/2022,525.7,525.72,525.68
2/24/2022,550.98,551,550.96
2/23/2022,519.72,519.74,519.7
2/22/2022,538.32,538.34,538.3
2/21/2022,506.67,506.69,506.65
2/18/2022,500.72,500.74,500.7
2/17/2022,511.76,511.78,511.74
2/16/2022,514.41,514.43,514.39
2/15/2022,522.78,522.8,522.76
2/14/2022,522.38,522.4,522.36
2/11/2022,499.85,499.87,499.83
2/10/2022,500.99,501.01,500.97
2/9/2022,495.12,495.14,495.1
2/8/2022,504.61,504.63,504.59
2/7/2022,510.55,510.57,510.53
2/4/2022,508.23,508.25,508.21
2/3/2022,498.75,498.77,498.73
1/31/2022,501.1,501.12,501.08
1/28/2022,499.8,499.82,499.78
1/27/2022,505.48,505.5,505.46
1/26/2022,500.73,500.75,500.71
1/25/2022,486,486.02,485.98
1/24/2022,494.14,494.16,494.12
1/21/2022,488.49,488.51,488.47
1/20/2022,492.69,492.71,492.67
1/19/2022,486.65,486.67,486.63
1/18/2022,481.26,481.28,481.24
1/17/2022,468.05,468.07,468.03
1/14/2022,463.62,463.64,463.6
1/13/2022,463.1,463.12,463.08
1/12/2022,459.03,459.05,459.01
1/11/2022,446.39,446.41,446.37
1/10/2022,448.57,448.59,448.55
1/7/2022,450.78,450.8,450.76
1/6/2022,438.37,438.39,438.35
1/5/2022,436.28,436.3,436.26
1/4/2022,434.04,434.06,434.02
1/3/2022,433.25,433.27,433.23
12/31/2021,439.79,439.81,439.77
12/30/2021,439.15,439.17,439.13
12/29/2021,438.86,438.88,438.84
12/28/2021,437.97,437.99,437.95
12/24/2021,423.75,423.77,423.73
12/23/2021,419.14,419.16,419.12
12/22/2021,410.12,410.14,410.1
12/21/2021,397.75,397.77,397.73
12/20/2021,394.43,394.45,394.41
12/17/2021,414.4,414.42,414.38
12/16/2021,416.16,416.18,416.14
12/15/2021,408.19,408.21,408.17
12/14/2021,412.64,412.66,412.62
12/13/2021,414.47,414.49,414.45
12/10/2021,406.37,406.39,406.35
12/9/2021,415,415.02,414.98
12/8/2021,406.78,406.8,406.76
12/7/2021,402.7,402.72,402.68
12/6/2021,385.98,386,385.96
12/3/2021,387.97,387.99,387.95
12/2/2021,380.17,380.19,380.15
12/1/2021,392.8,392.82,392.78
11/30/2021,401.38,401.4,401.36
11/29/2021,413.58,413.6,413.56
11/26/2021,425.28,425.3,425.26
11/25/2021,450.67,450.69,450.65
11/24/2021,453.5,453.52,453.48
11/23/2021,434.1,434.12,434.08
11/22/2021,434.2,434.22,434.18
11/19/2021,453.84,453.86,453.82
11/18/2021,438.75,438.77,438.73
11/17/2021,452.85,452.87,452.83
11/16/2021,455.73,455.75,455.71
11/15/2021,442.95,442.97,442.93
11/12/2021,444.29,444.31,444.27
11/11/2021,445.5,445.52,445.48
11/10/2021,455.83,455.85,455.81
11/9/2021,453.12,453.14,453.1
11/8/2021,456.26,456.28,456.24
11/5/2021,437.94,437.96,437.92
11/3/2021,448.51,448.53,448.49
11/2/2021,459.55,459.57,459.53
11/1/2021,456.43,456.45,456.41
10/29/2021,459.51,459.53,459.49
10/28/2021,449.88,449.9,449.86
10/27/2021,458.3,458.32,458.28
10/26/2021,469.17,469.19,469.15
10/25/2021,475.77,475.79,475.75
10/22/2021,464.67,464.69,464.65
10/21/2021,476.06,476.08,476.04
10/20/2021,481.69,481.71,481.67
10/19/2021,483.05,483.07,483.03
10/18/2021,494.58,494.6,494.56
10/15/2021,504.59,504.61,504.57
10/14/2021,496.76,496.78,496.74
10/13/2021,495.7,495.72,495.68
10/12/2021,508.69,508.71,508.67
10/11/2021,511.17,511.19,511.15
10/8/2021,501.62,501.64,501.6
10/7/2021,486.55,486.57,486.53
10/6/2021,498.99,499.01,498.97
10/5/2021,491.28,491.3,491.26
10/4/2021,469.59,469.61,469.57
10/1/2021,463.43,463.45,463.41
9/30/2021,466.98,467,466.96
9/29/2021,463.14,463.16,463.12
9/28/2021,467.28,467.3,467.26
9/27/2021,465.39,465.41,465.37
9/24/2021,464.42,464.44,464.4
9/23/2021,463.58,463.6,463.56
9/22/2021,452.74,452.76,452.72
9/21/2021,446.21,446.23,446.19
9/20/2021,440.29,440.31,440.27
9/17/2021,446.93,446.95,446.91
9/16/2021,451.06,451.08,451.04
9/15/2021,445.06,445.08,445.04
9/14/2021,444.76,444.78,444.74
9/13/2021,441.4,441.42,441.38
9/10/2021,442.25,442.27,442.23
9/9/2021,439.65,439.67,439.63
9/8/2021,440.45,440.47,440.43
9/7/2021,432.92,432.94,432.9
9/6/2021,427.25,427.27,427.23
9/3/2021,430.49,430.51,430.47
9/2/2021,418.16,418.18,418.14
9/1/2021,425.79,425.81,425.77
8/31/2021,427.98,428,427.96
8/30/2021,427.94,427.96,427.92
8/27/2021,427.11,427.13,427.09
8/26/2021,414.3,414.32,414.28
8/25/2021,407.54,407.56,407.52
8/24/2021,406.72,406.74,406.7
8/23/2021,387.49,387.51,387.47
8/20/2021,378.63,378.65,378.61
8/19/2021,377.15,377.17,377.13
8/18/2021,391.04,391.06,391.02
8/17/2021,386.48,386.5,386.46
8/16/2021,388.23,388.25,388.21
8/13/2021,397.12,397.14,397.1
8/12/2021,400.51,400.53,400.49
8/11/2021,398.58,398.6,398.56
8/10/2021,394.83,394.85,394.81
8/6/2021,406.78,406.8,406.76
8/5/2021,395.9,395.92,395.88
8/4/2021,410.76,410.78,410.74
8/3/2021,409.95,409.97,409.93
8/2/2021,417.22,417.24,417.2
7/30/2021,420.31,420.33,420.29
7/29/2021,415.51,415.53,415.49
7/28/2021,410.83,410.85,410.81
7/27/2021,406.93,406.95,406.91
7/26/2021,400.42,400.44,400.4
7/23/2021,407.45,407.47,407.43
7/22/2021,402.85,402.87,402.83
7/21/2021,389.17,389.19,389.15
7/19/2021,400.16,400.18,400.14
7/16/2021,406.68,406.7,406.66
7/15/2021,404.9,404.92,404.88
7/14/2021,418.46,418.48,418.44
7/13/2021,412.6,412.62,412.58
7/12/2021,407.81,407.83,407.79
7/9/2021,406.65,406.67,406.63
7/8/2021,394.83,394.85,394.81
7/7/2021,407.28,407.3,407.26
7/6/2021,426.68,426.7,426.66
7/5/2021,424.15,424.17,424.13
7/2/2021,421.34,421.36,421.32
7/1/2021,419.66,419.68,419.64
6/30/2021,409.32,409.34,409.3
6/29/2021,409.16,409.18,409.14
6/28/2021,420.43,420.45,420.41
6/25/2021,418.1,418.12,418.08
6/24/2021,416.52,416.54,416.5
6/23/2021,415.01,415.03,414.99
6/22/2021,411.49,411.51,411.47
6/21/2021,405.21,405.23,405.19
6/18/2021,401.32,401.34,401.3
6/17/2021,412.74,412.76,412.72
6/16/2021,412.55,412.57,412.53
6/15/2021,404.23,404.25,404.21
6/14/2021,402.89,402.91,402.87
6/11/2021,397.35,397.37,397.33
6/10/2021,392.64,392.66,392.62
6/9/2021,397.2,397.22,397.18
6/8/2021,387.01,387.03,386.99
6/7/2021,393.89,393.91,393.87
6/4/2021,398.16,398.18,398.14
6/3/2021,397.79,397.81,397.77
6/2/2021,392.06,392.08,392.04
6/1/2021,389.48,389.5,389.46
5/31/2021,378.18,378.2,378.16
5/28/2021,373.57,373.59,373.55
5/27/2021,366.7,366.72,366.68
5/25/2021,364.29,364.31,364.27
5/24/2021,357.03,357.05,357.01
5/21/2021,345.37,345.39,345.35
5/20/2021,357.92,357.94,357.9
5/19/2021,357.81,357.83,357.79
5/18/2021,370.77,370.79,370.75
5/17/2021,371.35,371.37,371.33
5/14/2021,366.21,366.23,366.19
5/12/2021,381.43,381.45,381.41
5/11/2021,371.95,371.97,371.93
5/10/2021,382.7,382.72,382.68
5/7/2021,380.51,380.53,380.49
5/6/2021,388.7,388.72,388.68
5/5/2021,391.92,391.94,391.9
5/4/2021,386.34,386.36,386.32
5/3/2021,379.89,379.91,379.87
4/30/2021,385.77,385.79,385.75
4/29/2021,383.71,383.73,383.69
4/28/2021,375,375.02,374.98
4/27/2021,374.27,374.29,374.25
4/26/2021,368.72,368.74,368.7
4/23/2021,373.77,373.79,373.75
4/22/2021,370.73,370.75,370.71
4/21/2021,378,378.02,377.98
4/20/2021,386.42,386.44,386.4
4/19/2021,381.21,381.23,381.19
4/16/2021,383.65,383.67,383.63
4/15/2021,378.62,378.64,378.6
4/14/2021,368.71,368.73,368.69
4/13/2021,357.6,357.62,357.58
4/12/2021,349.92,349.94,349.9
4/9/2021,347.61,347.63,347.59
4/8/2021,351.17,351.19,351.15
4/7/2021,350.75,350.77,350.73
4/6/2021,356.24,356.26,356.22
4/5/2021,361.13,361.15,361.11
4/1/2021,357.43,357.45,357.41
3/31/2021,367.4,367.42,367.38
3/30/2021,369.59,369.61,369.57
3/29/2021,366.73,366.75,366.71
3/26/2021,365.97,365.99,365.95
3/25/2021,364.79,364.81,364.77
3/24/2021,358.35,358.37,358.33
3/23/2021,366.99,367.01,366.97
3/22/2021,374.09,374.11,374.07
3/19/2021,371.05,371.07,371.03
3/18/2021,389.3,389.32,389.28
3/17/2021,397.2,397.22,397.18
3/16/2021,395.73,395.75,395.71
3/15/2021,404.82,404.84,404.8
3/12/2021,399.63,399.65,399.61
3/11/2021,397.16,397.18,397.14
3/10/2021,389.28,389.3,389.26
3/9/2021,396.81,396.83,396.79
3/8/2021,406.46,406.48,406.44
3/5/2021,392.49,392.51,392.47
3/4/2021,369.57,369.59,369.55
3/3/2021,363.38,363.4,363.36
3/2/2021,363.82,363.84,363.8
3/1/2021,378.59,378.61,378.57
2/26/2021,377.6,377.62,377.58
2/25/2021,384.03,384.05,384.01
2/24/2021,370.44,370.46,370.42
2/23/2021,375.39,375.41,375.37
2/22/2021,358.99,359.01,358.97
2/19/2021,356.85,356.87,356.83
2/18/2021,372.85,372.87,372.83
2/17/2021,369.01,369.03,368.99
2/16/2021,368.03,368.05,368.01
2/15/2021,369.77,369.79,369.75
2/11/2021,357.21,357.23,357.19
2/10/2021,356.23,356.25,356.21
2/9/2021,358.47,358.49,358.45
2/8/2021,355.82,355.84,355.8
2/5/2021,350.5,350.52,350.48
2/4/2021,346.52,346.54,346.5
2/3/2021,341.53,341.55,341.51
2/2/2021,337.68,337.7,337.66
2/1/2021,328.86,328.88,328.84
1/29/2021,324.05,324.07,324.03
1/28/2021,325.33,325.35,325.31
1/27/2021,332.03,332.05,332.01
1/26/2021,325.87,325.89,325.85
1/25/2021,326.25,326.27,326.23
1/22/2021,324.5,324.52,324.48
1/21/2021,327.07,327.09,327.05
1/20/2021,331.5,331.52,331.48
1/19/2021,323.45,323.47,323.43
1/18/2021,319.08,319.1,319.06
1/15/2021,326.7,326.72,326.68
1/14/2021,330.32,330.34,330.3
1/13/2021,335.16,335.18,335.14
1/12/2021,331.44,331.46,331.42
1/11/2021,329.28,329.3,329.26
1/8/2021,325.8,325.82,325.78
1/7/2021,326.89,326.91,326.87
1/6/2021,319.87,319.89,319.85
1/5/2021,301.1,301.12,301.08
1/4/2021,312.35,312.37,312.33
12/31/2020,301.07,301.09,301.05
12/30/2020,301.32,301.34,301.3
12/29/2020,301.75,301.77,301.73
12/28/2020,302.41,302.43,302.39
12/24/2020,303,303.02,302.98
12/23/2020,294.82,294.84,294.8
12/22/2020,297.91,297.93,297.89
12/21/2020,302.73,302.75,302.71
12/18/2020,310.41,310.43,310.39
12/17/2020,312.17,312.19,312.15
12/16/2020,305.41,305.43,305.39
12/15/2020,298.8,298.82,298.78
12/14/2020,297.21,297.23,297.19
12/11/2020,291.15,291.17,291.13
12/10/2020,288.68,288.7,288.66
12/9/2020,290.94,290.96,290.92
12/8/2020,285.17,285.19,285.15
12/7/2020,287.65,287.67,287.63
12/4/2020,294.07,294.09,294.05
12/3/2020,295.43,295.45,295.41
12/2/2020,286.05,286.07,286.03
12/1/2020,288.13,288.15,288.11
11/30/2020,290.2,290.22,290.18
11/27/2020,293.43,293.45,293.41
11/26/2020,295.79,295.81,295.77
11/25/2020,295.79,295.81,295.77
11/24/2020,289.87,289.89,289.85
11/23/2020,288.57,288.59,288.55
11/20/2020,282.66,282.68,282.64
11/19/2020,280.67,280.69,280.65
11/18/2020,280.97,280.99,280.95
11/17/2020,282.37,282.39,282.35
11/16/2020,279.06,279.08,279.04
11/13/2020,277.03,277.05,277.01
11/12/2020,280.19,280.21,280.17
11/11/2020,281.69,281.71,281.67
11/10/2020,271.54,271.56,271.52
11/9/2020,257.75,257.77,257.73
11/6/2020,256.05,256.07,256.03
11/5/2020,257.27,257.29,257.25
11/4/2020,250.64,250.66,250.62
11/3/2020,250.36,250.38,250.34
11/2/2020,235.08,235.1,235.06
10/30/2020,237,237.02,236.98
10/29/2020,246.24,246.26,246.22
10/28/2020,249.47,249.49,249.45
10/27/2020,248.74,248.76,248.72
10/26/2020,252.12,252.14,252.1
10/23/2020,269.1,269.12,269.08
10/22/2020,262.35,262.37,262.33
10/21/2020,261.91,261.93,261.89
10/20/2020,262,262.02,261.98
10/19/2020,261.6,261.62,261.58
10/16/2020,263.97,263.99,263.95
10/15/2020,264.24,264.26,264.22
10/14/2020,252.59,252.61,252.57
10/13/2020,250.46,250.48,250.44
10/12/2020,249.27,249.29,249.25
10/9/2020,250.68,250.7,250.66
10/8/2020,243.58,243.6,243.56
10/7/2020,241.45,241.47,241.43
10/6/2020,239.66,239.68,239.64
10/5/2020,232.57,232.59,232.55
10/2/2020,229.43,229.45,229.41
10/1/2020,245.22,245.24,245.2
9/30/2020,239.11,239.13,239.09
9/29/2020,243.85,243.87,243.83
9/28/2020,241.76,241.78,241.74
9/25/2020,245.91,245.93,245.89
9/24/2020,238.53,238.55,238.51
9/23/2020,240.15,240.17,240.13
9/22/2020,241.08,241.1,241.06
9/21/2020,244.61,244.63,244.59
9/18/2020,252.09,252.11,252.07
9/17/2020,248.95,248.97,248.93
9/16/2020,249.17,249.19,249.15
9/15/2020,234.64,234.66,234.62
9/14/2020,233.36,233.38,233.34
9/11/2020,232.6,232.62,232.58
9/10/2020,233.86,233.88,233.84
9/9/2020,229.93,229.95,229.91
9/8/2020,242.33,242.35,242.31
9/7/2020,247.69,247.71,247.67
9/4/2020,259.49,259.51,259.47
9/3/2020,257.39,257.41,257.37
9/2/2020,271.26,271.28,271.24
9/1/2020,271.03,271.05,271.01
8/31/2020,273.21,273.23,273.19
8/28/2020,267.49,267.51,267.47
8/27/2020,270.33,270.35,270.31
8/26/2020,272.06,272.08,272.04
8/25/2020,267.52,267.54,267.5
8/24/2020,264.15,264.17,264.13
8/21/2020,265.03,265.05,265.01
8/20/2020,269.21,269.23,269.19
8/19/2020,265.46,265.48,265.44
8/18/2020,270.81,270.83,270.79
8/17/2020,260.03,260.05,260.01
8/14/2020,257.4,257.42,257.38
8/13/2020,260.15,260.17,260.13
8/12/2020,256.36,256.38,256.34
8/11/2020,254.99,255.01,254.97
8/7/2020,253.12,253.14,253.1
8/6/2020,256.03,256.05,256.01
8/5/2020,255,255.02,254.98
8/4/2020,245.73,245.75,245.71
8/3/2020,248.87,248.89,248.85
7/30/2020,254.91,254.93,254.89
7/29/2020,256.77,256.79,256.75
7/28/2020,252.09,252.11,252.07
7/27/2020,247.98,248,247.96
7/24/2020,247.91,247.93,247.89
7/23/2020,253.58,253.6,253.56
7/22/2020,249.15,249.17,249.13
7/21/2020,246.86,246.88,246.84
7/20/2020,244.01,244.03,243.99
7/17/2020,247.09,247.11,247.07
7/16/2020,250.12,250.14,250.1
7/15/2020,251.03,251.05,251.01
7/14/2020,244.47,244.49,244.45
7/13/2020,250.65,250.67,250.63
7/9/2020,254.99,255.01,254.97
7/8/2020,256.95,256.97,256.93
7/7/2020,246.66,246.68,246.64
7/6/2020,244.62,244.64,244.6
7/3/2020,234.16,234.18,234.14
7/2/2020,234.34,234.36,234.32
7/1/2020,232.35,232.37,232.33
6/30/2020,232.73,232.75,232.71
6/29/2020,223.86,223.88,223.84
6/26/2020,228.92,228.94,228.9
6/25/2020,220.79,220.81,220.77
6/24/2020,232.44,232.46,232.42
6/23/2020,234.54,234.56,234.52
6/22/2020,227.72,227.74,227.7
6/19/2020,233.55,233.57,233.53
6/18/2020,217.59,217.61,217.57
6/17/2020,221.71,221.73,221.69
6/16/2020,222.07,222.09,222.05
6/15/2020,211.42,211.44,211.4
6/12/2020,212.14,212.16,212.12
6/11/2020,229.11,229.13,229.09
6/10/2020,230.35,230.37,230.33
6/9/2020,226.82,226.84,226.8
6/8/2020,240.93,240.95,240.91
6/5/2020,229.54,229.56,229.52
6/4/2020,221.72,221.74,221.7
6/3/2020,216.26,216.28,216.24
6/2/2020,209.89,209.91,209.87
6/1/2020,197.51,197.53,197.49
5/29/2020,179.17,179.19,179.15
5/28/2020,172.72,172.74,172.7
5/27/2020,174.45,174.47,174.43
5/26/2020,189.61,189.63,189.59
5/22/2020,178.17,178.19,178.15
5/21/2020,192.46,192.48,192.44
5/20/2020,184.51,184.53,184.49
5/19/2020,189.23,189.25,189.21
5/18/2020,169.33,169.35,169.31
5/15/2020,158.45,158.47,158.43
5/14/2020,145.24,145.26,145.22
5/13/2020,137.04,137.06,137.02
5/12/2020,136.69,136.71,136.67
5/11/2020,142.86,142.88,142.84
5/8/2020,137.53,137.55,137.51
5/6/2020,148.85,148.87,148.83
5/5/2020,137.91,137.93,137.89
5/4/2020,114.16,114.18,114.14
4/30/2020,119.46,119.48,119.44
4/29/2020,105.61,105.63,105.59
4/28/2020,111.35,111.37,111.33
4/27/2020,117.25,117.27,117.23
4/24/2020,114.18,114.2,114.16
4/23/2020,117.22,117.24,117.2
4/22/2020,101.36,101.38,101.34
4/21/2020,121,121.02,120.98
4/20/2020,137.41,137.43,137.39
4/17/2020,143.1,143.12,143.08
4/16/2020,144.4,144.42,144.38
4/15/2020,145.96,145.98,145.94
4/14/2020,167.34,167.36,167.32
4/13/2020,169.63,169.65,169.61
4/9/2020,178.96,178.98,178.94
4/8/2020,179.75,179.77,179.73
4/7/2020,182.09,182.11,182.07
4/6/2020,177.76,177.78,177.74
4/3/2020,161.73,161.75,161.71
4/2/2020,160.44,160.46,160.42
4/1/2020,152.04,152.06,152.02
3/31/2020,159.14,159.16,159.12
3/30/2020,154.95,154.97,154.93
3/27/2020,163.37,163.39,163.35
3/26/2020,165.08,165.1,165.06
3/25/2020,163.5,163.52,163.48
3/24/2020,167.21,167.23,167.19
3/23/2020,166.23,166.25,166.21
