Trade_#,Trade_Type,Direction,Entry_Date,Entry_Price,Exit_Date,Exit_Price,Units,Entry_Notional,Conviction,Realized_PnL,Unrealized_PnL,PnL_Pct
158,ADD_ON,LONG,2022-01-24,86.2699966430664,2022-03-07,123.20999908447266,679.3868909156809,58610.70479863911,0.9607805,6772.034625258094,0.0,11.554262397157412
159,REDUCE,LONG,2022-01-26,89.95999908447266,2022-03-07,123.20999908447266,21106.52277380724,1898742.7694081005,0.51654065,219385.72182446544,0.0,11.554262397157412
160,ADD_ON,LONG,2022-01-27,89.33999633789062,2022-03-07,123.20999908447266,7122.873065525153,636357.4535892769,0.67687964,73526.40997157425,0.0,11.554262397157412
161,REDUCE,LONG,2022-01-28,90.02999877929688,2022-03-07,123.20999908447266,8289.761080641423,746327.1799708101,0.4898249,86232.60071513263,0.0,11.554262397157412
162,REDUCE,LONG,2022-01-31,91.20999908447266,2022-03-07,123.20999908447266,2631.4496447959536,240014.51969267483,0.43617845,27731.9073965687,0.0,11.55426239715741
163,ADD_ON,LONG,2022-02-01,89.16000366210938,2022-03-07,123.20999908447266,18315.664915798145,1633024.7509665308,0.84617555,188683.96473719933,0.0,11.554262397157412
164,REDUCE,LONG,2022-02-02,89.47000122070312,2022-03-07,123.20999908447266,3731.0571543537953,333817.6881545472,0.7631171,38570.17161750104,0.0,11.554262397157412
165,REDUCE,LONG,2022-02-03,91.11000061035156,2022-03-07,123.20999908447266,349.3799386662067,31832.006425122687,0.7719041,3677.9535486386817,0.0,11.55426239715741
166,ADD_ON,LONG,2022-02-04,93.2699966430664,2022-03-07,123.20999908447266,492.044617980413,45892.99986727202,0.8060583,5302.597626591712,0.0,11.55426239715741
167,REDUCE,LONG,2022-02-07,92.69000244140625,2022-03-07,123.20999908447266,3237.8002091162634,300111.70928777213,0.72217155,34675.694375703424,0.0,11.554262397157412
168,ADD_ON,LONG,2022-02-08,90.77999877929688,2022-03-07,123.20999908447266,4033.552127678937,366165.8572269242,0.79882574,42307.7639527996,0.0,11.554262397157412
169,REDUCE,LONG,2022-02-09,91.55000305175781,2022-03-07,123.20999908447266,1902.079777533756,174135.40943790218,0.76185083,20120.06213281963,0.0,11.55426239715741
170,ADD_ON,LONG,2022-02-10,91.41000366210938,2022-03-07,123.20999908447266,995.3070004104593,90981.01655244318,0.78402805,10512.185384070503,0.0,11.55426239715741
171,REDUCE,LONG,2022-02-11,94.44000244140625,2022-03-07,123.20999908447266,3576.2477665461774,337740.84780369466,0.72794354,39023.463777622936,0.0,11.55426239715741
172,ADD_ON,LONG,2022-02-14,96.4800033569336,2022-03-07,123.20999908447266,6776.203375061101,653768.1243731597,0.9168314,75538.0845590493,0.0,11.554262397157412
173,ADD_ON,LONG,2022-02-15,93.27999877929688,2022-03-07,123.20999908447266,1814.2605233181894,169234.2194004472,0.9247875,19553.765775308744,0.0,11.55426239715741
174,REDUCE,LONG,2022-02-16,94.80999755859375,2022-03-07,123.20999908447266,5770.3629737997035,547088.0994581496,0.8007953,63211.99455501612,0.0,11.55426239715741
175,ADD_ON,LONG,2022-02-17,92.97000122070312,2022-03-07,123.20999908447266,3997.9115120058777,371685.8381514495,0.8784212,42945.557033092286,0.0,11.55426239715741
176,REDUCE,LONG,2022-02-18,93.54000091552734,2022-03-07,123.20999908447266,560.1982883559031,52400.948405688025,0.87123775,6054.543077392267,0.0,11.55426239715741
177,ADD_ON,LONG,2022-02-22,96.83999633789062,2022-03-07,123.20999908447266,1538.1001940136484,148949.61715559056,0.946486,17210.029605718326,0.0,11.554262397157412
178,ADD_ON,LONG,2022-02-23,96.83999633789062,2022-03-07,123.20999908447266,10.185370732229785,986.3512644091908,0.9467418,113.9656132475178,0.0,11.55426239715741
179,REDUCE,LONG,2022-02-24,99.08000183105469,2022-03-07,123.20999908447266,1984.8885229951484,196662.75849279875,0.921489,22722.93115374594,0.0,11.55426239715741
180,REDUCE,LONG,2022-02-25,97.93000030517578,2022-03-07,123.20999908447266,289.05080972917494,28306.74588498941,0.9015173,3270.6356956482346,0.0,11.554262397157412
181,ADD_ON,LONG,2022-02-28,100.98999786376953,2022-03-07,123.20999908447266,479.0512421800595,48379.38392440035,0.9474424,5589.880964753406,0.0,11.554262397157409
182,REDUCE,LONG,2022-03-01,104.97000122070312,2022-03-07,123.20999908447266,4680.251657380912,491286.0221884721,0.86392784,56764.47612421305,0.0,11.55426239715741
183,NEW,SHORT,2022-03-07,123.20999908447266,2022-03-14,106.9000015258789,30951.693888995986,3813558.1757260733,0.82242966,369681.9381271356,0.0,9.693884846971056
184,REDUCE,SHORT,2022-03-08,127.9800033569336,2022-03-14,106.9000015258789,6632.775709880676,848862.6576163165,0.9081266,82287.76853826389,0.0,9.693884846971054
185,REDUCE,SHORT,2022-03-09,111.13999938964844,2022-03-14,106.9000015258789,3638.1488941718926,404343.8658777143,0.8570514,39196.62874397671,0.0,9.693884846971054
186,ADD_ON,SHORT,2022-03-11,112.66999816894531,2022-03-14,106.9000015258789,10118.584191862537,1140060.862369471,0.6164012,110516.18718348168,0.0,9.693884846971056
187,NEW,LONG,2022-03-14,106.9000015258789,2022-03-23,121.5999984741211,44546.74901223603,4762047.537380977,0.89739823,387938.4109770362,0.0,8.146462376358258
188,ADD_ON,LONG,2022-03-15,99.91000366210938,2022-03-23,121.5999984741211,7604.69790053607,759785.3950917942,0.9493643,61895.63135221795,0.0,8.146462376358258
189,ADD_ON,LONG,2022-03-16,98.0199966430664,2022-03-23,121.5999984741211,1619.7871798458073,158771.53393096803,0.96225965,12934.263276053196,0.0,8.146462376358258
190,REDUCE,LONG,2022-03-17,106.63999938964844,2022-03-23,121.5999984741211,4992.893403759495,532442.1495294922,0.9474946,43375.19938729326,0.0,8.146462376358258
191,REDUCE,LONG,2022-03-18,107.93000030517578,2022-03-23,121.5999984741211,1560.8006784684985,168457.2177034236,0.9248904,13723.303860469325,0.0,8.146462376358258
192,REDUCE,LONG,2022-03-22,115.4800033569336,2022-03-23,121.5999984741211,15590.430864648297,1800383.0085856265,0.6156223,146667.52442477492,0.0,8.146462376358258
193,NEW,SHORT,2022-03-23,121.5999984741211,2022-04-06,101.06999969482422,43892.27420324885,5337300.4761407655,0.97653425,533612.1639347178,0.0,9.997791323912047
194,REDUCE,SHORT,2022-03-24,119.02999877929688,2022-04-06,101.06999969482422,3021.751367404846,359679.0615735375,0.9769342,35959.9620119274,0.0,9.997791323912047
195,ADD_ON,SHORT,2022-03-25,120.6500015258789,2022-04-06,101.06999969482422,747.5199298119842,90188.28067244079,0.9740287,9016.83610025473,0.0,9.997791323912047
196,ADD_ON,SHORT,2022-03-28,112.4800033569336,2022-04-06,101.06999969482422,5410.612017037776,608585.6578394743,0.77215064,60845.12409804801,0.0,9.997791323912047
197,REDUCE,SHORT,2022-03-29,110.2300033569336,2022-04-06,101.06999969482422,6807.987313524936,750444.464423815,0.9070568,75027.87155494241,0.0,9.997791323912047
198,REDUCE,SHORT,2022-03-30,113.44999694824219,2022-04-06,101.06999969482422,1090.0406398764026,123665.10726743784,0.96374774,12363.779365090426,0.0,9.997791323912047
199,REDUCE,SHORT,2022-03-31,107.91000366210938,2022-04-06,101.06999969482422,229.13659069703135,24726.13034123991,0.91361105,2472.0669139956676,0.0,9.997791323912047
200,ADD_ON,SHORT,2022-04-01,104.38999938964844,2022-04-06,101.06999969482422,13954.31271594044,1456690.695899986,0.5800524,145636.8960109228,0.0,9.997791323912045
201,REDUCE,SHORT,2022-04-04,107.52999877929688,2022-04-06,101.06999969482422,8196.383180542107,881357.0733983422,0.7830092,88116.24101690459,0.0,9.997791323912047
202,NEW,LONG,2022-04-06,101.06999969482422,2022-04-13,108.77999877929688,54459.215535687836,5504192.897572336,0.9605541,401712.3187590704,0.0,7.29829652111663
203,ADD_ON,LONG,2022-04-07,100.58000183105469,2022-04-13,108.77999877929688,3295.1515376127427,331426.3476866923,0.9520434,24188.47760328177,0.0,7.29829652111663
204,REDUCE,LONG,2022-04-08,102.77999877929688,2022-04-13,108.77999877929688,2694.5696054659347,276947.8607605192,0.92317724,20212.476087191902,0.0,7.29829652111663
205,ADD_ON,LONG,2022-04-11,98.4800033569336,2022-04-13,108.77999877929688,4941.140435732639,486603.52669803065,0.9712938,35513.7682606332,0.0,7.29829652111663
206,NEW,SHORT,2022-04-13,108.77999877929688,2022-04-25,102.31999969482422,26681.123557672152,2902372.5880338456,0.392285,119544.52595214812,0.0,4.118855258109062
207,REDUCE,SHORT,2022-04-14,111.69999694824219,2022-04-25,102.31999969482422,3984.4897102053146,445067.488470236,0.47390425,18331.685650990257,0.0,4.118855258109062
208,REDUCE,SHORT,2022-04-18,113.16000366210938,2022-04-25,102.31999969482422,20619.475519089297,2333299.9252509195,0.918625,96105.24665865232,0.0,4.118855258109062
209,ADD_ON,SHORT,2022-04-19,107.25,2022-04-25,102.31999969482422,15884.997620910355,1703665.9948426357,0.5433427,70171.53640919196,0.0,4.118855258109062
210,ADD_ON,SHORT,2022-04-20,106.80000305175781,2022-04-25,102.31999969482422,2282.7402232474196,243796.66280919474,0.4947715,10041.631665210936,0.0,4.118855258109062
211,REDUCE,SHORT,2022-04-21,108.33000183105469,2022-04-25,102.31999969482422,19772.932435930423,2142001.8069896633,0.9048207,88225.95405598487,0.0,4.118855258109062
212,ADD_ON,SHORT,2022-04-22,106.6500015258789,2022-04-25,102.31999969482422,7007.505002365222,747350.419194855,0.74844265,30782.2820375074,0.0,4.118855258109062
213,NEW,LONG,2022-04-25,102.31999969482422,2022-05-24,113.55999755859375,54823.74773350078,5609565.85136092,0.8823724,206297.04022203854,0.0,3.677593697772341
214,REDUCE,LONG,2022-04-26,104.98999786376953,2022-05-24,113.55999755859375,12522.45120699863,1314732.1254719445,0.6428015,48350.505788944574,0.0,3.677593697772341
215,REDUCE,LONG,2022-04-28,107.58999633789062,2022-05-24,113.55999755859375,4750.739389116381,511132.0334773042,0.569687,18797.359450456952,0.0,3.677593697772341
216,ADD_ON,LONG,2022-05-03,104.97000122070312,2022-05-24,113.55999755859375,12956.498045849716,1360043.6156888823,0.799641,50016.87829752941,0.0,3.6775936977723402
217,REDUCE,LONG,2022-05-05,110.9000015258789,2022-05-24,113.55999755859375,4982.966857046078,552611.0320498141,0.7535095,20322.788487858652,0.0,3.6775936977723402
218,REDUCE,LONG,2022-05-06,112.38999938964844,2022-05-24,113.55999755859375,4673.2448398358465,525225.9846968285,0.67014337,19315.677712273286,0.0,3.677593697772341
219,ADD_ON,LONG,2022-05-09,105.94000244140625,2022-05-24,113.55999755859375,15046.689116710651,1594046.2817594074,0.91265476,58622.545597558295,0.0,3.6775936977723402
220,ADD_ON,LONG,2022-05-10,102.45999908447266,2022-05-24,113.55999755859375,4320.750391158021,442704.0811222857,0.95788884,16280.85738713413,0.0,3.677593697772341
221,REDUCE,LONG,2022-05-11,107.51000213623047,2022-05-24,113.55999755859375,17622.315174152354,1894575.1420184462,0.66800475,69674.77602243176,0.0,3.677593697772341
222,ADD_ON,LONG,2022-05-12,107.44999694824219,2022-05-24,113.55999755859375,5858.4624492306175,629491.7722912213,0.78227186,23150.149745777366,0.0,3.6775936977723402
223,REDUCE,LONG,2022-05-13,111.55000305175781,2022-05-24,113.55999755859375,5558.996670501641,620106.0955591697,0.7054585,22804.982689786153,0.0,3.677593697772341
224,REDUCE,LONG,2022-05-16,114.23999786376953,2022-05-24,113.55999755859375,1476.3913729995475,168662.94729755606,0.69574857,6202.7379202920065,0.0,3.677593697772341
225,ADD_ON,LONG,2022-05-17,111.93000030517578,2022-05-24,113.55999755859375,3459.6006072077143,387233.0970205458,0.74888825,14240.859971716247,0.0,3.677593697772341
226,ADD_ON,LONG,2022-05-18,109.11000061035156,2022-05-24,113.55999755859375,4926.793003124461,537562.3875779858,0.82379913,19769.36048716253,0.0,3.6775936977723402
227,REDUCE,LONG,2022-05-19,112.04000091552734,2022-05-24,113.55999755859375,10183.00385688775,1140903.7614485219,0.64245236,41957.80482867842,0.0,3.6775936977723402
228,ADD_ON,LONG,2022-05-20,112.55000305175781,2022-05-24,113.55999755859375,9026.590229926114,1015942.7579251514,0.8313041,37362.24683842988,0.0,3.677593697772341
229,REDUCE,LONG,2022-05-23,113.41999816894531,2022-05-24,113.55999755859375,643.810704139556,73021.00888465584,0.8257092,2685.4160207918835,0.0,3.67759369777234
230,NEW,SHORT,2022-05-24,113.55999755859375,2022-06-01,116.29000091552734,31778.811361129865,3608801.7405849188,0.49108386,-12044.999764937138,0.0,-0.33376728983135745
231,REDUCE,SHORT,2022-05-27,119.43000030517578,2022-06-01,116.29000091552734,3489.423075117633,416741.7989261863,0.5718008,-1390.947807870377,0.0,-0.3337672898313574
232,REDUCE,SHORT,2022-05-31,122.83999633789062,2022-06-01,116.29000091552734,8960.283227435706,1100681.158844665,0.7858584,-3673.7136735602166,0.0,-0.33376728983135745
233,NEW,LONG,2022-06-01,116.29000091552734,2022-06-06,119.51000213623047,47555.760823709774,5530259.469727809,0.8029046,153129.60790381208,0.0,2.7689407475730774
234,NEW,SHORT,2022-06-06,119.51000213623047,2022-07-12,99.48999786376953,22554.490386257952,2695487.1942432774,0.30636525,220551.47514882535,0.0,8.182249042765061
235,REDUCE,SHORT,2022-06-07,120.56999969482422,2022-07-12,99.48999786376953,2989.803903597629,360480.6557443504,0.3691931,29495.425003995326,0.0,8.182249042765061
236,REDUCE,SHORT,2022-06-08,123.58000183105469,2022-07-12,99.48999786376953,4136.799650047982,511225.708327636,0.4715176,41829.76062600691,0.0,8.182249042765061
237,REDUCE,SHORT,2022-06-09,123.06999969482422,2022-07-12,99.48999786376953,9990.790087807036,1229566.5330574648,0.68281305,100606.19588125395,0.0,8.182249042765061
238,REDUCE,SHORT,2022-06-10,122.01000213623047,2022-07-12,99.48999786376953,12500.624355271619,1525201.2042909048,0.9408624,124795.76093833375,0.0,8.182249042765061
239,ADD_ON,SHORT,2022-06-13,122.2699966430664,2022-07-12,99.48999786376953,110.93944516106421,13564.56558742697,0.9408624,1109.8865379324823,0.0,8.182249042765061
240,REDUCE,SHORT,2022-06-14,121.16999816894531,2022-07-12,99.48999786376953,514.8051683409576,62378.941305237415,0.9417517,5104.0003278347685,0.0,8.182249042765061
241,REDUCE,SHORT,2022-06-15,118.51000213623047,2022-07-12,99.48999786376953,1274.990827295791,151099.16566649845,0.9437084,12363.310036373063,0.0,8.182249042765061
242,ADD_ON,SHORT,2022-06-16,119.80999755859375,2022-07-12,99.48999786376953,1247.3645137969215,149446.73935268566,0.9298868,12228.10440012872,0.0,8.182249042765061
243,ADD_ON,SHORT,2022-06-17,113.12000274658203,2022-07-12,99.48999786376953,15603.096613935202,1765022.3318235348,0.5615653,144418.52285022073,0.0,8.182249042765061
244,REDUCE,SHORT,2022-06-21,114.6500015258789,2022-07-12,99.48999786376953,9902.300660803565,1135298.7858708403,0.7689427,92892.97403944019,0.0,8.182249042765061
245,ADD_ON,SHORT,2022-06-22,111.73999786376953,2022-07-12,99.48999786376953,2846.4763686271617,318065.2633496695,0.68985605,26024.891965796505,0.0,8.182249042765061
246,ADD_ON,SHORT,2022-06-24,113.12000274658203,2022-07-12,99.48999786376953,6042.457152943782,683522.7697371048,0.5815098,55927.53528389549,0.0,8.182249042765061
247,REDUCE,SHORT,2022-06-27,115.08999633789062,2022-07-12,99.48999786376953,18781.445367159897,2161556.4785267254,0.97062314,176863.93427307915,0.0,8.182249042765061
248,ADD_ON,SHORT,2022-06-28,117.9800033569336,2022-07-12,99.48999786376953,937.7683758168205,110637.91612689465,0.97993183,9052.669833228048,0.0,8.182249042765061
249,REDUCE,SHORT,2022-06-29,116.26000213623047,2022-07-12,99.48999786376953,766.5517437769595,89119.3073690405,0.9787215,7291.963674122169,0.0,8.182249042765061
250,REDUCE,SHORT,2022-06-30,114.80999755859375,2022-07-12,99.48999786376953,1164.4825091933526,133694.23403751393,0.98769724,10939.195184766564,0.0,8.182249042765061
251,ADD_ON,SHORT,2022-07-01,111.62999725341797,2022-07-12,99.48999786376953,2630.5280011921277,293645.83354811626,0.90463305,24026.833404610228,0.0,8.182249042765061
252,REDUCE,SHORT,2022-07-07,104.6500015258789,2022-07-12,99.48999786376953,878.5817625528871,91943.58279176902,0.8536439,7523.052922863422,0.0,8.182249042765061
253,ADD_ON,SHORT,2022-07-08,107.0199966430664,2022-07-12,99.48999786376953,8287.546142109983,886933.1603078683,0.7224355,72571.08001925646,0.0,8.182249042765061
254,NEW,LONG,2022-07-12,99.48999786376953,2022-07-27,106.62000274658203,63598.94161192531,6327458.565108452,0.9342319,238795.5335461201,0.0,3.773956495944706
255,ADD_ON,LONG,2022-07-13,99.56999969482422,2022-07-27,106.62000274658203,5615.34730153453,559120.1291001252,0.95842683,21100.950432308604,0.0,3.7739564959447067
256,ADD_ON,LONG,2022-07-14,99.0999984741211,2022-07-27,106.62000274658203,596.4051403598714,59103.74849962124,0.962765,2230.5497558482775,0.0,3.773956495944706
257,REDUCE,LONG,2022-07-15,101.16000366210938,2022-07-27,106.62000274658203,7054.821905025405,713665.8097478994,0.8697337,26933.437186317242,0.0,3.7739564959447067
258,REDUCE,LONG,2022-07-18,106.2699966430664,2022-07-27,106.62000274658203,15304.972786373,1626459.4066300814,0.65656006,61381.87043041968,0.0,3.773956495944706
259,REDUCE,LONG,2022-07-19,107.3499984741211,2022-07-27,106.62000274658203,18855.45543422608,2024133.1120930281,0.33447814,76389.90307040258,0.0,3.773956495944706
260,REDUCE,LONG,2022-07-20,106.91999816894531,2022-07-27,106.62000274658203,1210.822574106147,129461.14740634688,0.31133568,4885.807382266379,0.0,3.773956495944706
261,ADD_ON,LONG,2022-07-21,103.86000061035156,2022-07-27,106.62000274658203,30064.465412919948,3122495.396135759,0.80741596,117841.61783803986,0.0,3.773956495944706
262,ADD_ON,LONG,2022-07-22,103.19999694824219,2022-07-27,106.62000274658203,2535.733492268948,261687.68866371093,0.8439475,9875.979525411676,0.0,3.773956495944706
263,NEW,SHORT,2022-07-27,106.62000274658203,2022-08-03,96.77999877929688,53140.2140431606,5665809.76723574,0.75830054,363274.25587061205,0.0,6.411691722714649
264,REDUCE,SHORT,2022-07-28,107.13999938964844,2022-08-03,96.77999877929688,13304.331869740541,1425426.1084036818,0.9623742,91393.9278059324,0.0,6.411691722714649
265,ADD_ON,SHORT,2022-07-29,110.01000213623047,2022-08-03,96.77999877929688,777.6451070734329,85548.73989037752,0.9790504,5485.1214744380195,0.0,6.4116917227146475
266,ADD_ON,SHORT,2022-08-01,100.02999877929688,2022-08-03,96.77999877929688,19691.517902715445,1969742.5117711285,0.5627141,126293.81758602105,0.0,6.4116917227146475
267,NEW,LONG,2022-08-03,96.77999877929688,2022-08-23,100.22000122070312,61538.939074345246,5955738.448494358,0.7779037,146873.53964229272,0.0,2.466084448006999
268,ADD_ON,LONG,2022-08-04,94.12000274658203,2022-08-23,100.22000122070312,17165.230556909788,1615591.547162063,0.974069,39841.8518878793,0.0,2.466084448006999
269,REDUCE,LONG,2022-08-05,94.91999816894531,2022-08-23,100.22000122070312,453.4140729900537,43038.06297798993,0.9771373,1061.3549778236677,0.0,2.466084448006999
270,REDUCE,LONG,2022-08-08,96.6500015258789,2022-08-23,100.22000122070312,1560.763850044823,150847.82848836877,0.97475445,3720.0348385079337,0.0,2.466084448006999
271,REDUCE,LONG,2022-08-09,96.30999755859375,2022-08-23,100.22000122070312,2777.360585528193,267487.59121155477,0.9295474,6596.469887216688,0.0,2.466084448006999
272,REDUCE,LONG,2022-08-10,97.4000015258789,2022-08-23,100.22000122070312,480.23611445557617,46774.99828075527,0.9347509,1153.5109581572472,0.0,2.4660844480069994
273,REDUCE,LONG,2022-08-11,99.5999984741211,2022-08-23,100.22000122070312,10602.518030246385,1056010.7796343814,0.797009,26042.11760584094,0.0,2.466084448006999
274,ADD_ON,LONG,2022-08-12,98.1500015258789,2022-08-23,100.22000122070312,6855.6897206232825,672885.9565401275,0.8866004,16593.93592705922,0.0,2.466084448006999
275,REDUCE,LONG,2022-08-15,95.0999984741211,2022-08-23,100.22000122070312,2256.9713331546955,214637.9703391466,0.8208171,5293.15360605157,0.0,2.466084448006999
276,ADD_ON,LONG,2022-08-16,92.33999633789062,2022-08-23,100.22000122070312,11201.401534351287,1034337.3766612404,0.9514406,25507.633185766426,0.0,2.466084448006999
277,REDUCE,LONG,2022-08-17,93.6500015258789,2022-08-23,100.22000122070312,2459.2989031160832,230313.34602941351,0.9318359,5679.721608115913,0.0,2.4660844480069994
278,REDUCE,LONG,2022-08-18,96.58999633789062,2022-08-23,100.22000122070312,12513.862574354025,1208713.9402297218,0.7801863,29807.906500897785,0.0,2.466084448006999
279,REDUCE,LONG,2022-08-19,96.72000122070312,2022-08-23,100.22000122070312,5045.5976810249485,488010.21386790986,0.7063098,12034.743988882221,0.0,2.466084448006999
280,ADD_ON,LONG,2022-08-22,96.4800033569336,2022-08-23,100.22000122070312,13894.306912237837,1340522.7775349722,0.9105768,33058.423738781414,0.0,2.466084448006999
281,NEW,SHORT,2022-08-23,100.22000122070312,2022-09-01,92.36000061035156,40099.493248052066,4018771.262269355,0.4522022,286830.8772293541,0.0,7.137278001420364
282,REDUCE,SHORT,2022-08-24,101.22000122070312,2022-09-01,92.36000061035156,12215.452163503178,1236448.0829012322,0.6347697,88248.73701989347,0.0,7.137278001420364
283,REDUCE,SHORT,2022-08-25,99.33999633789062,2022-09-01,92.36000061035156,22758.86359418199,2260865.426100591,0.9620619,161364.25069879627,0.0,7.137278001420364
284,ADD_ON,SHORT,2022-08-26,100.98999786376953,2022-09-01,92.36000061035156,587.8300357003463,59364.95404963754,0.9718249,4237.041805938087,0.0,7.137278001420364
285,ADD_ON,SHORT,2022-08-29,105.08999633789062,2022-09-01,92.36000061035156,1634.091307564173,171726.64952769782,0.99205494,12256.608379316622,0.0,7.137278001420362
286,REDUCE,SHORT,2022-08-30,99.30999755859375,2022-09-01,92.36000061035156,4322.754191800879,429292.70823414624,0.99329734,30639.814026497424,0.0,7.137278001420364
287,REDUCE,SHORT,2022-08-31,96.48999786376953,2022-09-01,92.36000061035156,1036.933134253908,100053.67590903143,0.975502,7141.1090002677265,0.0,7.137278001420364
288,NEW,LONG,2022-09-01,92.36000061035156,2022-09-12,94.0,42871.00818506307,3959566.3421388115,0.4326061,131580.04677244043,0.0,3.3230923642351637
289,ADD_ON,LONG,2022-09-02,93.0199966430664,2022-09-12,94.0,5199.113948193568,483621.5620078854,0.4911791,16071.191198878872,0.0,3.3230923642351646
290,ADD_ON,LONG,2022-09-06,92.83000183105469,2022-09-12,94.0,114.25369933770708,10606.17111872412,0.49139583,352.4528625840365,0.0,3.3230923642351637
291,ADD_ON,LONG,2022-09-07,88.0,2022-09-12,94.0,38451.61897132673,3383742.4694767524,0.9549736,112444.88762856435,0.0,3.3230923642351646
292,REDUCE,LONG,2022-09-08,89.1500015258789,2022-09-12,94.0,5862.167172286514,522612.21235429996,0.89274454,17366.886523306206,0.0,3.3230923642351646
293,NEW,SHORT,2022-09-12,94.0,2022-09-23,86.1500015258789,64227.88822177852,6037421.492847181,0.7215605,208877.33456883952,0.0,3.459710984504004
294,REDUCE,SHORT,2022-09-14,94.0999984741211,2022-09-23,86.1500015258789,13878.531996074562,1305969.839653657,0.90061855,45182.7819968069,0.0,3.459710984504004
295,ADD_ON,SHORT,2022-09-15,90.83999633789062,2022-09-23,86.1500015258789,19013.78398419288,1727212.0674935246,0.61283064,59756.54562475218,0.0,3.459710984504004
296,REDUCE,SHORT,2022-09-16,91.3499984741211,2022-09-23,86.1500015258789,19474.076361065847,1778956.8458682827,0.8755338,61546.76540609094,0.0,3.459710984504004
297,REDUCE,SHORT,2022-09-19,92.0,2022-09-23,86.1500015258789,3105.950753675934,285747.4693381859,0.9244437,9886.036584635427,0.0,3.459710984504003
298,ADD_ON,SHORT,2022-09-20,90.62000274658203,2022-09-23,86.1500015258789,21123.337128096406,1914196.8685650744,0.6301117,66225.67932677755,0.0,3.459710984504004
299,ADD_ON,SHORT,2022-09-21,89.83000183105469,2022-09-23,86.1500015258789,9124.573166863403,819660.424286932,0.5041406,28357.88173468711,0.0,3.459710984504004
300,ADD_ON,SHORT,2022-09-22,90.45999908447266,2022-09-23,86.1500015258789,4966.725282643405,449289.96452074964,0.4436026,15544.134254798517,0.0,3.459710984504004
301,NEW,LONG,2022-09-23,86.1500015258789,2022-10-04,91.80000305175781,76763.89212970143,6613209.4241061825,0.7936543,362150.0195781836,0.0,5.4761613666443125
302,ADD_ON,LONG,2022-09-26,84.05999755859375,2022-10-04,91.80000305175781,18804.63672708973,1580717.7173694053,0.9735333,86562.65295428521,0.0,5.4761613666443125
303,REDUCE,LONG,2022-09-27,86.2699966430664,2022-10-04,91.80000305175781,5820.454552853407,502130.59473578405,0.93224216,27497.481639022324,0.0,5.4761613666443125
304,REDUCE,LONG,2022-09-28,89.31999969482422,2022-10-04,91.80000305175781,5840.530688283325,521676.19929507806,0.8970512,28567.830484775455,0.0,5.476161366644313
305,ADD_ON,LONG,2022-09-29,88.48999786376953,2022-10-04,91.80000305175781,2052.1168513813755,181591.81579494337,0.91294014,9944.260861550592,0.0,5.4761613666443125
306,REDUCE,LONG,2022-09-30,87.95999908447266,2022-10-04,91.80000305175781,2627.767909770555,231138.46293762463,0.8736683,12657.515210845682,0.0,5.4761613666443125
307,REDUCE,LONG,2022-10-03,88.86000061035156,2022-10-04,91.80000305175781,245.26015051698778,21793.81712463445,0.88121974,1193.464593696344,0.0,5.4761613666443125
308,NEW,SHORT,2022-10-04,91.80000305175781,2022-11-29,83.02999877929688,78153.79023994469,7174518.182533363,0.85161865,364984.8314362764,0.0,5.087238224928411
309,REDUCE,SHORT,2022-10-05,93.37000274658203,2022-11-29,83.02999877929688,8685.945099115866,811006.7177611092,0.95704365,41257.84375268043,0.0,5.087238224928411
310,REDUCE,SHORT,2022-10-06,94.41999816894531,2022-11-29,83.02999877929688,300.0236541360646,28328.2328741675,0.97360635,1441.1246912213855,0.0,5.087238224928411
311,ADD_ON,SHORT,2022-10-07,97.91999816894531,2022-11-29,83.02999877929688,2911.5648953311756,285100.42921959417,0.9763627,14503.738014694165,0.0,5.087238224928411
312,REDUCE,SHORT,2022-10-10,96.19000244140625,2022-11-29,83.02999877929688,1516.2105945475923,145844.30079121894,0.9763807,7419.44701873046,0.0,5.087238224928411
313,REDUCE,SHORT,2022-10-11,94.29000091552734,2022-11-29,83.02999877929688,832.1420358096802,78462.67331834354,0.9646766,3991.5831093514785,0.0,5.087238224928411
314,ADD_ON,SHORT,2022-10-12,92.44999694824219,2022-11-29,83.02999877929688,841.4217292191461,77789.43629849472,0.9318185,3957.333938333361,0.0,5.087238224928412
315,ADD_ON,SHORT,2022-10-13,94.56999969482422,2022-11-29,83.02999877929688,2225.512283661854,210466.69598672906,0.9278399,10706.942208980752,0.0,5.087238224928411
316,REDUCE,SHORT,2022-10-14,91.62999725341797,2022-11-29,83.02999877929688,5313.4571828279,486872.0670686745,0.9612888,24768.3419024167,0.0,5.087238224928411
317,ADD_ON,SHORT,2022-10-17,91.62000274658203,2022-11-29,83.02999877929688,6339.915991413232,580863.1205463797,0.8806646,29549.89070294743,0.0,5.087238224928412
318,ADD_ON,SHORT,2022-10-18,90.02999877929688,2022-11-29,83.02999877929688,4201.162418672451,378230.6474247087,0.8100703,19241.494074183993,0.0,5.087238224928412
319,REDUCE,SHORT,2022-10-19,92.41000366210938,2022-11-29,83.02999877929688,10654.240191857549,984558.375146549,0.97233987,50086.83000718931,0.0,5.087238224928411
320,ADD_ON,SHORT,2022-10-20,92.37999725341797,2022-11-29,83.02999877929688,362.82324248866644,33517.61014457921,0.96732485,1705.1206753575166,0.0,5.087238224928411
