date,equity,position,price,realized_pnl,unrealized_pnl
2021-06-11,10129519.587003238,-22904.988418686087,72.69000244140625,240029.08421224472,-110509.49720900599
2021-06-14,10125625.780912349,37736.83823308773,72.86000061035156,125625.78091234853,0.0
2021-06-15,10168268.304468416,37736.83823308773,73.98999786376953,125625.78091234853,42642.52355606714
2021-06-16,10183363.097343497,37736.83823308773,74.38999938964844,125625.78091234853,57737.31643114798
2021-06-17,10133927.931389105,37736.83823308773,73.08000183105469,125625.78091234853,8302.150476755574
2021-06-18,10150154.783345701,40334.37787614996,73.51000213623047,125625.78091234853,24529.002433352638
2021-06-21,10206219.5439754,25111.819654216957,74.9000015258789,125625.78091234853,80593.76306305057
2021-06-22,10203959.38058077,27999.53236177574,74.80999755859375,125625.78091234853,78333.59966842155
2021-06-23,10214599.339594712,24876.587839346772,75.19000244140625,125625.78091234853,88973.55868236301
2021-06-24,10223803.555627557,28080.22227540371,75.55999755859375,125625.78091234853,98177.77471520705
2021-06-25,10241213.37056294,28080.22227540371,76.18000030517578,125625.78091234853,115587.58965059137
2021-06-28,10199093.037149835,20864.778280194558,74.68000030517578,125625.78091234853,73467.25623748591
2021-06-29,10200762.257616801,27396.165768910298,74.76000213623047,125625.78091234853,75136.47670445149
2021-06-30,10210898.705180956,21932.99554863674,75.12999725341797,125625.78091234853,85272.92426860775
2021-07-01,10226471.111940231,39231.005343663935,75.83999633789062,125625.78091234853,100845.33102788264
2021-07-02,10239417.415537756,39061.03942652146,76.16999816894531,125625.78091234853,113791.63462540787
2021-07-06,10175357.334719228,20528.08257192833,74.52999877929688,125625.78091234853,49731.55380687909
2021-07-07,10152776.475213476,20528.08257192833,73.43000030517578,125625.78091234853,27150.694301126292
2021-07-08,10166940.902305495,-24046.465389336743,74.12000274658203,166940.9023054943,0.0
2021-07-09,10132554.449460344,-36354.34159918787,75.55000305175781,166940.9023054943,-34386.452845150605
2021-07-12,10146732.620495098,-42386.18579069336,75.16000366210938,166940.9023054943,-20208.281810396817
2021-07-13,10090359.239162985,-43393.25062297801,76.48999786376953,166940.9023054943,-76581.66314250883
2021-07-14,10165429.377344768,-30893.706536242884,74.76000213623047,166940.9023054943,-1511.5249607255682
2021-07-15,10205282.287060555,-31240.56961237369,73.47000122070312,166940.9023054943,38341.38475506101
2021-07-16,10201533.571248915,-25524.446658436424,73.58999633789062,166940.9023054943,34592.66894342005
2021-07-19,10328389.907563042,53591.134582462604,68.62000274658203,328389.90756304143,0.0
2021-07-20,10367511.20684221,49409.49138012486,69.3499984741211,328389.90756304143,39121.299279168714
2021-07-21,10509810.783274252,-29320.12033118885,72.2300033569336,509810.78327425197,0.0
2021-07-22,10464071.467139922,-48847.44403087124,73.79000091552734,509810.78327425197,-45739.31613432942
2021-07-23,10448928.878746808,-51538.63749133061,74.0999984741211,509810.78327425197,-60881.90452744439
2021-07-26,10428313.345108556,-50985.915785511876,74.5,509810.78327425197,-81497.43816569634
2021-07-27,10429332.892267931,-49775.629803207885,74.4800033569336,509810.78327425197,-80477.89100631978
2021-07-28,10416391.501944799,-51113.411265622875,74.73999786376953,509810.78327425197,-93419.28132945253
2021-07-29,10349432.668011054,-50746.87232554719,76.05000305175781,509810.78327425197,-160378.1152631971
2021-07-30,10335223.605706766,-50471.398777004804,76.33000183105469,509810.78327425197,-174587.1775674848
2021-08-02,10508845.340720853,-52149.29600672892,72.88999938964844,509810.78327425197,-965.4425533995964
2021-08-03,10533876.779998252,-48646.62106355756,72.41000366210938,509810.78327425197,24065.9967240002
2021-08-04,10632629.732518457,-48646.62106355756,70.37999725341797,509810.78327425197,122818.94924420444
2021-08-05,10588361.129201371,-24440.47920708767,71.29000091552734,509810.78327425197,78550.34592711995
2021-08-06,10602781.108895903,-24440.47920708767,70.69999694824219,509810.78327425197,92970.32562165195
2021-08-09,10643352.207417319,-24440.47920708767,69.04000091552734,509810.78327425197,133541.4241430671
2021-08-10,10604491.934981758,-26296.40024789911,70.62999725341797,509810.78327425197,94681.15170750581
2021-08-11,10583191.714355543,-45787.1861015672,71.44000244140625,509810.78327425197,73380.93108129129
2021-08-12,10589144.272118991,-50813.34889616889,71.30999755859375,509810.78327425197,79333.48884473974
2021-08-13,10625729.945352247,-51042.235982745115,70.58999633789062,509810.78327425197,115919.16207799502
2021-08-16,10680855.264253382,-51042.235982745115,69.51000213623047,509810.78327425197,171044.4809791292
2021-08-17,10705355.708870495,22961.451745970277,69.02999877929688,705355.7088704952,0.0
2021-08-18,10686986.652582902,53773.02594721747,68.2300033569336,705355.7088704952,-18369.05628759181
2021-08-19,10591270.321782127,58509.756929683674,66.44999694824219,705355.7088704952,-114085.38708836865
2021-08-20,10516963.126894796,60735.21907644165,65.18000030517578,705355.7088704952,-188392.58197569847
2021-08-23,10733787.840462774,51259.23524756076,68.75,705355.7088704952,28432.13159228023
2021-08-24,10851684.237962937,51259.23524756076,71.05000305175781,705355.7088704952,146328.52909244178
2021-08-25,10913195.163829237,-46655.743695322155,72.25,913195.1638292382,0.0
2021-08-26,10968248.95562792,-48247.33334837376,71.06999969482422,913195.1638292382,55053.79179868335
2021-08-27,10889605.934785329,-48964.73764768146,72.69999694824219,913195.1638292382,-23589.229043907486
2021-08-30,10854840.642312732,-39047.385064868526,73.41000366210938,913195.1638292382,-58354.52151650656
2021-08-31,10871240.770449985,-38826.938863949006,72.98999786376953,913195.1638292382,-41954.393379253335
2021-09-01,10925598.54410472,24344.149363804703,71.58999633789062,925598.5441047205,0.0
2021-09-02,10960654.178622557,24344.149363804703,73.02999877929688,925598.5441047205,35055.63451783708
2021-09-03,10950429.680465227,24344.149363804703,72.61000061035156,925598.5441047205,24831.136360507924
2021-09-07,10928033.107625995,45563.873640573845,71.69000244140625,925598.5441047205,2434.563521276228
2021-09-08,10969496.051874038,51931.72543969113,72.5999984741211,925598.5441047205,43897.50776931923
2021-09-09,10909774.48837687,55323.150335249964,71.44999694824219,925598.5441047205,-15824.055727849714
2021-09-10,10991099.58690283,50802.033514397175,72.91999816894531,925598.5441047205,65501.042798110284
2021-09-13,11021072.988222478,50540.512326402495,73.51000213623047,925598.5441047205,95474.44411775796
2021-09-14,11025621.44924697,53028.73684365799,73.5999984741211,925598.5441047205,100022.90514225047
2021-09-15,11124254.932142347,37182.59643876981,75.45999908447266,925598.5441047205,198656.38803762663
2021-09-16,11132063.243352804,44549.662410566634,75.66999816894531,925598.5441047205,206464.6992480848
2021-09-17,11117361.773184448,49934.917084294255,75.33999633789062,925598.5441047205,191763.22907972988
2021-09-20,11046454.282358315,52329.75816956841,73.91999816894531,925598.5441047205,120855.73825359577
2021-09-21,11069479.503711123,53510.7800916297,74.36000061035156,925598.5441047205,143880.95960640442
2021-09-22,11167404.329259971,51118.01352227545,76.19000244140625,925598.5441047205,241805.78515525162
2021-09-23,11221589.298793746,48518.45577870487,77.25,925598.5441047205,295990.75468902616
2021-09-24,11262344.623967966,48266.15760495234,78.08999633789062,925598.5441047205,336746.07986324653
2021-09-27,11331848.008756395,48346.58395627688,79.52999877929688,925598.5441047205,406249.4646516768
2021-09-28,11310575.393781982,48536.80952226427,79.08999633789062,925598.5441047205,384976.8496772628
2021-09-29,11288733.977619551,50370.231819316854,78.63999938964844,925598.5441047205,363135.4335148316
2021-09-30,11282689.411455259,40656.29804250412,78.5199966430664,925598.5441047205,357090.8673505401
2021-10-01,11313588.284818785,37012.43252000435,79.27999877929688,925598.5441047205,387989.74071406573
2021-10-04,11386873.025456673,37012.43252000435,81.26000213623047,925598.5441047205,461274.48135195253
2021-10-05,11434989.018303208,-29643.89697429955,82.55999755859375,1434989.0183032085,0.0
2021-10-06,11478861.85917278,-29643.89697429955,81.08000183105469,1434989.0183032085,43872.84086957155
2021-10-07,11453071.81355073,-29643.89697429955,81.94999694824219,1434989.0183032085,18082.795247521717
2021-10-08,11440028.426509243,-23439.12976560012,82.38999938964844,1434989.0183032085,5039.408206034452
2021-10-11,11410495.072933203,-23360.189390963595,83.6500015258789,1434989.0183032085,-24493.945370004978
2021-10-12,11415867.994911728,-23360.189390963595,83.41999816894531,1434989.0183032085,-19121.023391478928
2021-10-13,11421474.390462812,-30935.591377039796,83.18000030517578,1434989.0183032085,-13514.627840395551
2021-10-14,11396107.214974433,-28910.29613185364,84.0,1434989.0183032085,-38881.80332877487
2021-10-15,11371244.342655595,-36120.85838223241,84.86000061035156,1434989.0183032085,-63744.67564761313
2021-10-18,11390388.353505334,-36120.85838223241,84.33000183105469,1434989.0183032085,-44600.66479787463
2021-10-19,11363297.70971866,-36120.85838223241,85.08000183105469,1434989.0183032085,-71691.308584549
2021-10-20,11336568.351678286,27371.029874923825,85.81999969482422,1336568.3516782857,0.0
2021-10-21,11303449.430588555,23904.42563695221,84.61000061035156,1336568.3516782857,-33118.92108973162
2021-10-22,11325441.45840424,27055.86347298811,85.52999877929688,1336568.3516782857,-11126.893274046015
2021-10-25,11337887.130831432,22179.02563197433,85.98999786376953,1336568.3516782857,1318.7791531458497
2021-10-26,11346980.61256256,21280.690070325123,86.4000015258789,1336568.3516782857,10412.260884272866
2021-10-27,11308249.763128918,43812.39072229597,84.58000183105469,1336568.3516782857,-28318.588549368083
2021-10-28,11296858.447947757,41220.90883403348,84.31999969482422,1336568.3516782857,-39709.903730528895
2021-10-29,11299331.601840815,42514.16099491742,84.37999725341797,1336568.3516782857,-37236.74983747117
2021-11-01,11313361.35281489,40438.25019615172,84.70999908447266,1336568.3516782857,-23206.998863394838
2021-11-02,11313765.821702275,40116.3924255319,84.72000122070312,1336568.3516782857,-22802.529976011254
2021-11-03,11204247.935712507,40116.3924255319,81.98999786376953,1336568.3516782857,-132320.41596577875
2021-11-04,11146079.289121,36419.20481663034,80.54000091552734,1336568.3516782857,-190489.06255728565
2021-11-05,11226201.428574994,36419.20481663034,82.73999786376953,1336568.3516782857,-110366.923103292
2021-11-08,11251330.768812543,-27815.07863125008,83.43000030517578,1251330.7688125428,0.0
2021-11-09,11213780.455102798,-31557.997748423142,84.77999877929688,1251330.7688125428,-37550.313709746115
2021-11-10,11281314.551022949,-29942.172610897356,82.63999938964844,1251330.7688125428,29983.782210405916
2021-11-11,11274427.750808557,-32003.97950286238,82.87000274658203,1251330.7688125428,23096.98199601425
2021-11-12,11296830.682963151,-37267.065239531265,82.16999816894531,1251330.7688125428,45499.914150609635
2021-11-15,11301302.548823804,-43743.9245389588,82.05000305175781,1251330.7688125428,49971.78001126181
2021-11-16,11284679.977645278,-37492.20593447105,82.43000030517578,1251330.7688125428,33349.20883273473
2021-11-17,11365288.277612956,-37492.20593447105,80.27999877929688,1251330.7688125428,113957.50880041346
2021-11-18,11329295.794241004,-47273.665001876645,81.23999786376953,1251330.7688125428,77965.02542846138
2021-11-19,11440388.834861526,-50182.306459722604,78.88999938964844,1251330.7688125428,189058.06604898302
2021-11-22,11399741.289144548,-49899.08402417655,79.69999694824219,1251330.7688125428,148410.5203320044
2021-11-23,11269504.649385463,-49337.50222783976,82.30999755859375,1251330.7688125428,18173.880572919734
2021-11-24,11272464.779066246,-49245.775206738945,82.25,1251330.7688125428,21134.010253703687
2021-11-26,11741776.956671998,44746.381215151574,72.72000122070312,1741776.956671997,0.0
2021-11-29,11773994.405768955,58605.62804348319,73.44000244140625,1741776.956671997,32217.44909695722
2021-11-30,11605796.092318993,61616.47030608239,70.56999969482422,1741776.956671997,-135980.86435300484
2021-12-01,11501048.280837197,63212.34452791816,68.87000274658203,1741776.956671997,-240728.67583480012
2021-12-02,11551617.867096383,62545.86629362366,69.66999816894531,1741776.956671997,-190159.0895756157
2021-12-03,11564752.441755593,62700.13852729583,69.87999725341797,1741776.956671997,-177024.51491640508
2021-12-06,11765393.172061395,57821.59065412258,73.08000183105469,1741776.956671997,23616.215389397927
2021-12-07,11901852.161296625,35183.97947448015,75.44000244140625,1741776.956671997,160075.20462462585
2021-12-08,11915221.97686124,37300.18124390511,75.81999969482422,1741776.956671997,173445.02018924197
2021-12-09,11863001.666204212,46350.821304167555,74.41999816894531,1741776.956671997,121224.7095322148
2021-12-10,11896837.921352884,46350.821304167555,75.1500015258789,1741776.956671997,155060.96468088636
2021-12-13,11861611.19814568,40499.49575520305,74.38999938964844,1741776.956671997,119834.24147368269
2021-12-14,11833666.447198868,39905.45493466251,73.69999694824219,1741776.956671997,91889.49052687036
2021-12-15,11840849.441265285,36508.53173802412,73.87999725341797,1741776.956671997,99072.48459328758
2021-12-16,11882469.145163594,28746.136379150208,75.0199966430664,1741776.956671997,140692.1884915959
2021-12-17,11839349.940594869,56516.25001264983,73.5199966430664,1741776.956671997,97572.98392287036
2021-12-20,11726317.440569568,59637.746975510905,71.5199966430664,1741776.956671997,-15459.51610242948
2021-12-21,11873026.698529238,56676.680003545545,73.9800033569336,1741776.956671997,131249.74185724044
2021-12-22,11947273.010963082,49751.91370836299,75.29000091552734,1741776.956671997,205496.05429108394
2021-12-23,12024885.874883495,-43615.81975114112,76.8499984741211,2024885.8748834943,0.0
2021-12-27,11948558.190318998,-31638.072361479375,78.5999984741211,2024885.8748834943,-76327.68456449686
2021-12-28,11937801.12019884,-31638.072361479375,78.94000244140625,2024885.8748834943,-87084.75468465453
2021-12-29,11928626.05024849,-31638.072361479375,79.2300033569336,2024885.8748834943,-96259.82463500416
2021-12-30,11925778.73959804,-45075.45691876563,79.31999969482422,2024885.8748834943,-99107.13528545573
2021-12-31,11995194.984520752,40962.38579547601,77.77999877929688,1995194.984520751,0.0
2022-01-03,12044350.034986245,41214.68340918174,78.9800033569336,1995194.984520751,49155.05046549253
2022-01-04,12086388.873708654,40195.154752296934,80.0,1995194.984520751,91193.88918790221
2022-01-05,12118545.12017637,49423.54412467376,80.80000305175781,1995194.984520751,123350.13565561734
2022-01-06,12177358.881275963,46721.06291856096,81.98999786376953,1995194.984520751,182163.89675521152
2022-01-07,12166145.925982468,53315.71317440257,81.75,1995194.984520751,170950.94146171492
2022-01-10,12119228.244824972,54664.69646973545,80.87000274658203,1995194.984520751,124033.26030422002
2022-01-11,12275022.54635201,50598.042089230876,83.72000122070312,1995194.984520751,279827.56183125917
2022-01-12,12323090.53192381,49361.129252828425,84.66999816894531,1995194.984520751,327895.5474030585
2022-01-13,12313218.456711456,51065.92261643179,84.47000122070312,1995194.984520751,318023.47219070466
2022-01-14,12394413.086662589,44242.06865996004,86.05999755859375,1995194.984520751,399218.1021418371
2022-01-18,12458564.288743649,42880.84949899261,87.51000213623047,1995194.984520751,463369.30422289716
2022-01-19,12498443.49186391,41270.718561773305,88.44000244140625,1995194.984520751,503248.5073431572
2022-01-20,12495967.034638198,45407.441490956975,88.37999725341797,1995194.984520751,500772.0501174461
2022-01-21,12473717.48530839,49708.739368540206,87.88999938964844,1995194.984520751,478522.5007876372
2022-01-24,12393189.191002224,50388.12626216289,86.2699966430664,1995194.984520751,397994.20648147166
2022-01-25,12490438.290065434,50388.12626216289,88.19999694824219,1995194.984520751,495243.30554468185
2022-01-26,12579121.499927491,29281.603404257174,89.95999908447266,1995194.984520751,583926.515406739
2022-01-27,12560966.825392526,36404.47649816326,89.33999633789062,1995194.984520751,565771.8408717737
2022-01-28,12586086.003054375,28114.71538449146,90.02999877929688,1995194.984520751,590891.0185336228
2022-01-31,12619261.375788005,25483.265729210554,91.20999908447266,1995194.984520751,624066.3912672531
2022-02-01,12567020.797696255,43798.93071798707,89.16000366210938,1995194.984520751,571825.8131755041
2022-02-02,12580598.359287849,40067.873548766955,89.47000122070312,1995194.984520751,585403.3747670972
2022-02-03,12646309.647452338,39718.4885640029,91.11000061035156,1995194.984520751,651114.6629315852
2022-02-04,12732101.425176013,40210.5382286496,93.2699966430664,1995194.984520751,736906.4406552617
2022-02-07,12708779.546157762,36972.7380066324,92.69000244140625,1995194.984520751,713584.5616370104
2022-02-08,12638161.481166884,41006.290150382934,90.77999877929688,1995194.984520751,642966.4966461323
2022-02-09,12669736.499780452,39104.21036527038,91.55000305175781,1995194.984520751,674541.5152596999
2022-02-10,12664261.93419663,40099.51736964662,91.41000366210938,1995194.984520751,669066.949675878
2022-02-11,12785763.422877053,36523.26958885096,94.44000244140625,1995194.984520751,790568.4383563013
2022-02-14,12860270.926276362,43299.48251875432,96.4800033569336,1995194.984520751,865075.9417556091
2022-02-15,12721712.384007046,45113.73352145877,93.27999877929688,1995194.984520751,726517.3994862945
2022-02-16,12790736.341224402,39343.370524667174,94.80999755859375,1995194.984520751,795541.3567036507
2022-02-17,12718344.683538742,43341.28205260265,92.97000122070312,1995194.984520751,723149.6990179894
2022-02-18,12743049.201082015,42781.083762014656,93.54000091552734,1995194.984520751,747854.216561263
2022-02-22,12884226.581660403,44319.18396215683,96.83999633789062,1995194.984520751,889031.5971396514
2022-02-23,12884226.581660403,44329.36933292964,96.83999633789062,1995194.984520751,889031.5971396514
2022-02-24,12983524.612474665,42344.48080202574,99.08000183105469,1995194.984520751,988329.6279539126
2022-02-25,12934828.394939784,42055.429991144854,97.93000030517578,1995194.984520751,939633.4104190324
2022-02-28,13063517.908038298,42534.48123523368,100.98999786376953,1995194.984520751,1068322.9235175457
2022-03-01,13232805.286139958,37854.22955920441,104.97000122070312,1995194.984520751,1237610.3016192052
2022-03-02,13534124.918774642,37854.22955920441,112.93000030517578,1995194.984520751,1538929.93425389
2022-03-03,13440624.925554631,37854.22955920441,110.45999908447266,1995194.984520751,1445429.9410338788
2022-03-04,13730209.839443516,37854.22955920441,118.11000061035156,1995194.984520751,1735014.854922763
2022-03-07,13923266.352434486,-30951.69401232233,123.20999908447266,3923266.352434486,0.0
2022-03-08,13775626.639755806,-37584.469636702044,127.9800033569336,3923266.352434486,-147639.7126786802
2022-03-09,14408549.257546177,-41222.61853453541,111.13999938964844,3923266.352434486,485282.905111691
2022-03-10,14483162.096452527,-41222.61853453541,109.33000183105469,3923266.352434486,559895.7440180415
2022-03-11,14345478.701508917,-31104.03906757052,112.66999816894531,3923266.352434486,422212.34907443076
2022-03-14,14524948.902514605,44546.749057068315,106.9000015258789,4524948.902514605,0.0
2022-03-15,14213567.22176782,52151.44706177594,99.91000366210938,4524948.902514605,-311381.68074678443
2022-03-16,14115000.620767817,53771.2342462497,98.0199966430664,4524948.902514605,-409948.2817467889
2022-03-17,14578508.807657594,48778.34082822483,106.63999938964844,4524948.902514605,53559.90514298901
2022-03-18,14641432.91198391,47217.5401452969,107.93000030517578,4524948.902514605,116484.00946930423
2022-03-21,15004535.91097844,47217.5401452969,115.62000274658203,4524948.902514605,479587.00846383534
2022-03-22,14997925.484177398,31627.109236104614,115.4800033569336,4524948.902514605,472976.5816627927
2022-03-23,15191483.238273114,-43892.27432865511,121.5999984741211,5191483.238273114,0.0
2022-03-24,15304286.369902898,-46914.025706473185,119.02999877929688,5191483.238273114,112803.13162978459
2022-03-25,15228285.519405192,-46166.505774497076,120.6500015258789,5191483.238273114,36802.2811320778
2022-03-28,15605465.787049435,-40755.89374179518,112.4800033569336,5191483.238273114,413982.54877632204
2022-03-29,15697166.547968475,-47563.881075029734,110.2300033569336,5191483.238273114,505683.3096953612
2022-03-30,15544011.155729115,-48653.92171806188,113.44999694824219,5191483.238273114,352527.91745600104
2022-03-31,15813553.55539121,-48883.058309422275,107.91000366210938,5191483.238273114,622070.3171180952
2022-04-01,15985622.129491333,-34928.74555308311,104.38999938964844,5191483.238273114,794138.891218219
2022-04-04,15875945.889773466,-43125.12875735433,107.52999877929688,5191483.238273114,684462.6515003527
2022-04-05,15914327.228046022,-43125.12875735433,106.63999938964844,5191483.238273114,722843.9897729084
2022-04-06,16154534.182063742,54459.215693351194,101.06999969482422,6154534.182063742,0.0
2022-04-07,16127849.282711435,57754.36724048834,100.58000183105469,6154534.182063742,-26684.8993523065
2022-04-08,16254908.71438817,55059.79762722215,102.77999877929688,6154534.182063742,100374.53232442681
2022-04-11,16018151.836634863,60000.93807725843,98.4800033569336,6154534.182063742,-136382.3454288775
2022-04-12,16387757.377149945,60000.93807725843,104.63999938964844,6154534.182063742,233223.19508620352
2022-04-13,16636161.22416813,-26681.129325271813,108.77999877929688,6636161.224168128,0.0
2022-04-14,16558252.375392942,-30665.613356648493,111.69999694824219,6636161.224168128,-77908.84877518704
2022-04-18,16513480.374007381,-51285.08893542718,113.16000366210938,6636161.224168128,-122680.8501607487
2022-04-19,16816575.43742736,-35400.09126853284,107.25,6636161.224168128,180414.2132592313
2022-04-20,16832505.370465696,-33117.35103867731,106.80000305175781,6636161.224168128,196344.14629756613
2022-04-21,16781835.863802973,-52890.277647490446,108.33000183105469,6636161.224168128,145674.63963484298
2022-04-22,16870691.546391588,-45882.77850919596,106.6500015258789,6636161.224168128,234530.32222345844
2022-04-25,17069364.061350282,54823.74789220494,102.31999969482422,7069364.061350282,0.0
2022-04-26,17215743.36783719,42301.29658328004,104.98999786376953,7069364.061350282,146379.30648690648
2022-04-27,17229702.87316566,42301.29658328004,105.31999969482422,7069364.061350282,160338.8118153764
2022-04-28,17325726.67440706,37550.5571877871,107.58999633789062,7069364.061350282,256362.6130567789
2022-04-29,17391440.14948569,37550.5571877871,109.33999633789062,7069364.061350282,322076.0881354064
2022-05-02,17325351.375106554,37550.5571877871,107.58000183105469,7069364.061350282,255987.3137562722
2022-05-03,17227344.39792739,50507.05525102737,104.97000122070312,7069364.061350282,157980.33657710627
2022-05-04,17488465.781094022,50507.05525102737,110.13999938964844,7069364.061350282,419101.71974373795
2022-05-05,17526851.250979513,45524.08838729301,110.9000015258789,7069364.061350282,457487.1896292297
2022-05-06,17594682.045426633,40850.843541184615,112.38999938964844,7069364.061350282,525317.9840763519
2022-05-09,17331194.229252875,55897.532678091324,105.94000244140625,7069364.061350282,261830.16790259164
2022-05-10,17136670.62788881,60218.283075048756,102.45999908447266,7069364.061350282,67306.56653852854
2022-05-11,17440773.141189422,42595.96787724329,107.51000213623047,7069364.061350282,371409.0798391402
2022-05-12,17438217.162129406,48454.43642136827,107.44999694824219,7069364.061350282,368853.1007791236
2022-05-13,17636880.647199426,42895.43365637422,111.55000305175781,7069364.061350282,567516.5858491436
2022-05-16,17752269.141194064,41419.04228139302,114.23999786376953,7069364.061350282,682905.0798437833
2022-05-17,17656591.254644755,44878.642893244294,111.93000030517578,7069364.061350282,587227.1932944739
2022-05-18,17530033.495381683,49805.43590298163,109.11000061035156,7069364.061350282,460669.43403139897
2022-05-19,17675963.43777683,39622.432032425975,112.04000091552734,7069364.061350282,606599.3764265487
2022-05-20,17696170.962756015,48649.02227446782,112.55000305175781,7069364.061350282,626806.9014057321
2022-05-23,17738495.374590747,48005.211569464125,113.41999816894531,7069364.061350282,669131.3132404648
2022-05-24,17745216.074910417,-31778.811403784206,113.55999755859375,7745216.074910416,0.0
2022-05-25,17730279.994758144,-31778.811403784206,114.02999877929688,7745216.074910416,-14936.080152273178
2022-05-26,17623185.31304428,-31778.811403784206,117.4000015258789,7745216.074910416,-122030.76186613832
2022-05-27,17558674.364687093,-35268.23453363835,119.43000030517578,7745216.074910416,-186541.71022332553
2022-05-31,17438409.82484653,-44228.51778581727,122.83999633789062,7745216.074910416,-306806.25006388966
2022-06-01,17728106.413881544,47555.760955031794,116.29000091552734,7728106.413881543,0.0
2022-06-02,17790880.00382932,47555.760955031794,117.61000061035156,7728106.413881543,62773.589947775006
2022-06-03,17891222.68847017,47555.760955031794,119.72000122070312,7728106.413881543,163116.27458862588
2022-06-06,17881236.022208214,-22554.490448877466,119.51000213623047,7881236.022208211,0.0
2022-06-07,17857328.317397077,-25544.29436077262,120.56999969482422,7881236.022208211,-23907.70481113624
2022-06-08,17780439.93680265,-29681.094022305344,123.58000183105469,7881236.022208211,-100796.08540556161
2022-06-09,17795577.358159684,-39671.889705088804,123.06999969482422,7881236.022208211,-85658.6640485283
2022-06-10,17837629.46439188,-52172.508527825514,122.01000213623047,7881236.022208211,-43606.55781633314
2022-06-13,17824064.898766793,-52061.56908235645,122.2699966430664,7881236.022208211,-57171.12344141863
2022-06-14,17881332.54531774,-52576.37425212663,121.16999816894531,7881236.022208211,96.52310952357948
2022-06-15,18021185.492242925,-53851.36508296211,118.51000213623047,7881236.022208211,139949.47003471106
2022-06-16,17951178.96414706,-52604.000565702205,119.80999755859375,7881236.022208211,69942.94193884637
